,carbon_cost,emissions,electricity_cost,alignment_fraction
0,0,9.112037173280347,933.6272575760497,0.0
1,0,9.112037173280351,933.6272575760497,3.0214719615173635e-12
2,0,8.722765321166436,935.9280914308774,0.11766204739677599
3,0,7.446061747767771,961.5238521340566,0.50356088787356
4,0,7.446061747767771,961.5238521340566,0.50356088787356
5,0,7.44606174776777,961.5238521340566,0.5035608878735603
6,0,7.44606174776777,961.5238521340566,0.5035608878735603
7,0,5.803647928530556,2461.1098210579735,1.0000000000000004
8,0,5.803647928530556,2461.1098210579735,1.0000000000000004
9,0,5.803647928530556,2461.1098210579735,1.0000000000000004
10,0,5.803647928530556,2461.1098210579735,1.0000000000000004
11,0,5.80364792853056,2461.1098210579735,0.9999999999999994
